MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1915905	Fndc1	fibronectin type III domain containing 1	17		positive regulation of cardiac muscle cell apoptotic process			ISO	Q2Q0I9 	J:156343 	
MGI:2444668	Fnip1	folliculin interacting protein 1	11		positive regulation of B cell apoptotic process			IGI	MGI:97250 	J:187318 	
MGI:2444668	Fnip1	folliculin interacting protein 1	11		positive regulation of B cell apoptotic process	regulates a function/process that happens in precursor B cell		IMP	MGI:5437714 	J:187318 	
MGI:1858193	Folh1	folate hydrolase 1	7		positive regulation of apoptotic process			ISO	RGD:70963 	J:155856 	
MGI:95574	Fos	FBJ osteosarcoma oncogene	12		positive regulation of neuron death			ISO	RGD:2626 	J:155856 	
MGI:107179	Fosl1	fos-like antigen 1	19		positive regulation of apoptotic process			ISO	RGD:2627 	J:155856 	
MGI:1347472	Foxa1	forkhead box A1	12		positive regulation of apoptotic process			ISO	P55317 	J:164563 	
MGI:1349428	Foxl2	forkhead box L2	9		positive regulation of apoptotic process			ISO	P58012 	J:73065 	
MGI:1349428	Foxl2	forkhead box L2	9		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	P58012 	J:164563 	
MGI:1890077	Foxo1	forkhead box O1	3		positive regulation of apoptotic process			ISO	Q12778 	J:164563 	
MGI:1890081	Foxo3	forkhead box O3	10		positive regulation of apoptotic process			ISO	O43524 	J:164563 	
MGI:1890081	Foxo3	forkhead box O3	10		positive regulation of endothelial cell apoptotic process			ISO	RGD:1309196 	J:155856 	
MGI:1890081	Foxo3	forkhead box O3	10		positive regulation of hydrogen peroxide-mediated programmed cell death			ISO	RGD:1309196 	J:155856 	
MGI:1890081	Foxo3	forkhead box O3	10		positive regulation of neuron apoptotic process			ISO	O43524 	J:164563 	
MGI:1914004	Foxp1	forkhead box P1	6		positive regulation of hydrogen peroxide-induced cell death			ISO	RGD:1308669 	J:155856 	
MGI:892032	Frzb	frizzled-related protein	2		positive regulation of apoptotic process			ISO	Q92765 	J:73065 	
MGI:95602	Fyn	Fyn proto-oncogene	10		positive regulation of neuron death	happens in neuron of cerebral cortex,is a part of response to amyloid-beta		IGI	P04925 Q01097 	J:190064 	
MGI:1316737	G0s2	G0/G1 switch gene 2	1		positive regulation of extrinsic apoptotic signaling pathway			IBA	PTN000399951 	J:265628 	
MGI:1316737	G0s2	G0/G1 switch gene 2	1		positive regulation of extrinsic apoptotic signaling pathway			ISO	P27469 	J:164563 	
MGI:107799	Gadd45a	growth arrest and DNA-damage-inducible 45 alpha	6		positive regulation of apoptotic process			ISO	P24522 	J:164563 	
MGI:107776	Gadd45b	growth arrest and DNA-damage-inducible 45 beta	10		positive regulation of apoptotic process			ISO	O75293 	J:164563 	
MGI:1346325	Gadd45g	growth arrest and DNA-damage-inducible 45 gamma	13		positive regulation of apoptotic process			ISO	O95257 	J:164563 	
MGI:95637	Gal	galanin and GMAP prepropeptide	19		positive regulation of apoptotic process			ISO	RGD:61954 	J:155856 	
MGI:95640	Gapdh	glyceraldehyde-3-phosphate dehydrogenase	6		positive regulation by organism of apoptotic process in other organism involved in symbiotic interaction			ISO	P04406 	J:164563 	
MGI:107516	Gata6	GATA binding protein 6	18		positive regulation of apoptotic process			ISO	RGD:2666 	J:155856 	
MGI:107516	Gata6	GATA binding protein 6	18		positive regulation of cardiac muscle cell apoptotic process			ISO	RGD:2666 	J:155856 	
MGI:6121571	Gm49361	predicted gene, 49361	14		positive regulation of apoptotic process			IBA	PTN002390470 	J:265628 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		positive regulation of apoptotic process			ISO	RGD:619845 	J:155856 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	RGD:619845 	J:155856 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		positive regulation of endothelial cell apoptotic process			ISO	RGD:619845 	J:155856 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		positive regulation of extrinsic apoptotic signaling pathway			ISO	RGD:619845 	J:155856 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		positive regulation of release of cytochrome c from mitochondria			ISO	RGD:619845 	J:155856 	
MGI:106604	Gpld1	glycosylphosphatidylinositol specific phospholipase D1	13		positive regulation of apoptotic process			ISO	P80108 	J:164563 	
MGI:2676308	Gramd4	GRAM domain containing 4	15		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			IBA	PTN002444536 	J:265628 	
MGI:2676308	Gramd4	GRAM domain containing 4	15		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q6IC98 	J:164563 	
MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	10		positive regulation of neuron apoptotic process			ISO	RGD:2733 	J:155856 	
MGI:95818	Grik5	glutamate receptor, ionotropic, kainate 5 (gamma 2)	7		positive regulation of neuron apoptotic process			ISO	RGD:2735 	J:155856 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		positive regulation of apoptotic process			IGI	MGI:1096575 MGI:95820 	J:125170 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		positive regulation of cell death			ISO	RGD:2736 	J:155856 	
MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	16		positive regulation of apoptotic process			IGI	MGI:1096575 MGI:95819 	J:125170 	
MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	16		positive regulation of cell death			ISO	RGD:2737 	J:155856 	
MGI:95821	Grin2b	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	6		positive regulation of cell death			ISO	RGD:2738 	J:155856 	
MGI:95821	Grin2b	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	6		positive regulation of neuron death	happens in neuron of cerebral cortex,is a part of response to amyloid-beta		IGI	P04925 P39688 	J:190064 	
MGI:87940	Grk2	G protein-coupled receptor kinase 2	19		positive regulation of muscle cell apoptotic process			ISO	RGD:2062 	J:155856 	
MGI:95832	Grn	granulin	11		positive regulation of neuron apoptotic process			IMP		J:188324 	
MGI:3044668	Gsdma3	gasdermin A3	11		positive regulation of apoptotic process	happens in coat hair follicle		IMP	MGI:4849547 	J:189395 	
MGI:3044668	Gsdma3	gasdermin A3	11		positive regulation of extrinsic apoptotic signaling pathway	regulates a function/process that happens in keratinocyte		IDA		J:189571 	
MGI:1889850	Gsdme	gasdermin E	6		positive regulation of intrinsic apoptotic signaling pathway			ISO	O60443 	J:164563 	
MGI:2152453	Gsk3a	glycogen synthase kinase 3 alpha	7		positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway			IDA		J:201566 	
MGI:2152453	Gsk3a	glycogen synthase kinase 3 alpha	7		positive regulation of neuron apoptotic process			ISO	RGD:620351 	J:155856 	
MGI:1861437	Gsk3b	glycogen synthase kinase 3 beta	16		positive regulation of apoptotic process			ISO	RGD:70982 	J:155856 	
MGI:1861437	Gsk3b	glycogen synthase kinase 3 beta	16		positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway			IDA		J:201566 	
MGI:1861437	Gsk3b	glycogen synthase kinase 3 beta	16		positive regulation of neuron apoptotic process			ISO	RGD:70982 	J:155856 	
MGI:1861437	Gsk3b	glycogen synthase kinase 3 beta	16		positive regulation of neuron death			ISO	P49841 	J:164563 	
MGI:95851	Gsn	gelsolin	2		positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway			ISO	P06396 	J:164563 	
MGI:95851	Gsn	gelsolin	2		positive regulation of keratinocyte apoptotic process			ISO	P06396 	J:164563 	
MGI:109266	Gzma	granzyme A	13		positive regulation of apoptotic process			IBA	PTN000668507 	J:265628 	
MGI:109266	Gzma	granzyme A	13		positive regulation of apoptotic process			ISO	P12544 	J:164563 	
MGI:95915	H2-M3	histocompatibility 2, M region locus 3	17		positive regulation of endothelial cell apoptotic process			ISO	P17693 	J:164563 	
MGI:1933383	Hcar2	hydroxycarboxylic acid receptor 2	5		positive regulation of neutrophil apoptotic process			ISO	Q8TDS4 	J:164563 	
MGI:108086	Hdac1	histone deacetylase 1	4		positive regulation of type B pancreatic cell apoptotic process			ISO	RGD:1309799 	J:155856 	
MGI:1343091	Hdac3	histone deacetylase 3	18		positive regulation of neuron apoptotic process			ISO	RGD:619977 	J:155856 	
MGI:1343091	Hdac3	histone deacetylase 3	18		positive regulation of type B pancreatic cell apoptotic process			ISO	RGD:619977 	J:155856 	
MGI:3036234	Hdac4	histone deacetylase 4	1		positive regulation of neuron apoptotic process			ISO	RGD:619979 	J:155856 	
MGI:1333752	Hdac6	histone deacetylase 6	X		positive regulation of hydrogen peroxide-mediated programmed cell death			ISO	Q9UBN7 	J:164563 	
MGI:1860084	Hebp2	heme binding protein 2	10		positive regulation of necrotic cell death			ISO	Q9Y5Z4 	J:164563 	
MGI:106918	Hif1a	hypoxia inducible factor 1, alpha subunit	12		positive regulation of apoptotic process			ISO	RGD:61928 	J:155856 	
MGI:1099804	Hip1	huntingtin interacting protein 1	5		activation of cysteine-type endopeptidase activity involved in apoptotic process			IBA	PTN000045138 	J:265628 	
MGI:1099804	Hip1	huntingtin interacting protein 1	5		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	O00291 	J:83173 	
MGI:1352504	Hip1r	huntingtin interacting protein 1 related	5		activation of cysteine-type endopeptidase activity involved in apoptotic process			IBA	PTN000045138 	J:265628 	
MGI:1352504	Hip1r	huntingtin interacting protein 1 related	5		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	O75146 	J:164563 	
MGI:1352504	Hip1r	huntingtin interacting protein 1 related	5		positive regulation of apoptotic process			ISO	O75146 	J:164563 	
MGI:1352504	Hip1r	huntingtin interacting protein 1 related	5		positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway			ISO	O75146 	J:164563 	
MGI:96159	Hmgcr	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	13		positive regulation of cardiac muscle cell apoptotic process			ISO	RGD:2803 	J:155856 	
MGI:96163	Hmox1	heme oxygenase 1	8		positive regulation of apoptotic process	is a part of cellular response to cisplatin,happens in epithelial cell of proximal tubule,regulates a function/process that happens in epithelial cell of proximal tubule		IMP	MGI:2429784 	J:185907 	
MGI:96177	Hoxa5	homeobox A5	6		positive regulation of apoptotic process			ISO	P20719 	J:164563 	
MGI:96173	Hoxa13	homeobox A13	6		positive regulation of mesenchymal cell apoptotic process	regulates a function/process that happens in genital tubercle,regulates a function/process that happens in mesenchymal stem cell		IMP	MGI:2152356 	J:83431 	
MGI:96211	Hp	haptoglobin	8		positive regulation of cell death			IBA	PTN000667778 	J:265628 	
MGI:96211	Hp	haptoglobin	8		positive regulation of cell death			ISO	P00738 	J:164563 	
MGI:108085	Hpgd	hydroxyprostaglandin dehydrogenase 15 (NAD)	8		positive regulation of apoptotic process			ISO	RGD:620087 	J:155856 	
MGI:1201608	Hrk	harakiri, BCL2 interacting protein (contains only BH3 domain)	5		positive regulation of apoptotic process			IBA	PTN000386196 	J:265628 	
MGI:1201608	Hrk	harakiri, BCL2 interacting protein (contains only BH3 domain)	5		positive regulation of neuron apoptotic process			ISO	RGD:70549 	J:155856 	
MGI:96238	Hsf1	heat shock factor 1	15		positive regulation of apoptotic DNA fragmentation			ISO	RGD:620913 	J:155856 	
MGI:96238	Hsf1	heat shock factor 1	15		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	RGD:620913 	J:155856 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	P10809 	J:164563 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		positive regulation of apoptotic process			ISO	P10809 	J:164563 	
MGI:1859271	Htatip2	HIV-1 Tat interactive protein 2	7		positive regulation of programmed cell death			ISO	Q9BUP3 	J:73065 	
MGI:1928676	Htra2	HtrA serine peptidase 2	6		positive regulation of apoptotic process	uses UniProtKB:P98170		IMP		J:182411 	
MGI:1928676	Htra2	HtrA serine peptidase 2	6		positive regulation of apoptotic process			ISO	RGD:1308906 	J:155856 	
MGI:1928676	Htra2	HtrA serine peptidase 2	6		positive regulation of apoptotic process			ISO	O43464 	J:164563 	
MGI:1928676	Htra2	HtrA serine peptidase 2	6		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	O43464 	J:164563 	
MGI:1928676	Htra2	HtrA serine peptidase 2	6		positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway			ISO	O43464 	J:164563 	
MGI:1928676	Htra2	HtrA serine peptidase 2	6		positive regulation of extrinsic apoptotic signaling pathway in absence of ligand			ISO	O43464 	J:164563 	
MGI:96067	Htt	huntingtin	5		positive regulation of apoptotic process			ISO	P42858 	J:164563 	
MGI:1196334	Hyal2	hyaluronoglucosaminidase 2	9		positive regulation of extrinsic apoptotic signaling pathway			IDA		J:150686 	
MGI:1196334	Hyal2	hyaluronoglucosaminidase 2	9		positive regulation of extrinsic apoptotic signaling pathway			IMP		J:150686 	
MGI:96382	Iapp	islet amyloid polypeptide	6		positive regulation of cell death			ISO	P10997 	J:164563 	
MGI:96398	Id3	inhibitor of DNA binding 3	4		positive regulation of apoptotic process			ISO	RGD:2860 	J:155856 	
MGI:96416	Ido1	indoleamine 2,3-dioxygenase 1	8		positive regulation of apoptotic process	happens in metanephros		IMP	MGI:3505776 	J:148645 	
MGI:96416	Ido1	indoleamine 2,3-dioxygenase 1	8		positive regulation of T cell apoptotic process			ISO	P14902 	J:164563 	
MGI:99449	Ifit2	interferon-induced protein with tetratricopeptide repeats 2	19		positive regulation of apoptotic process			ISO	P09913 	J:164563 	
MGI:107657	Ifnb1	interferon beta 1, fibroblast	4		positive regulation of apoptotic signaling pathway			ISO	P01574 	J:164563 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of apoptotic process			ISO	RGD:2866 	J:155856 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of neuron death	happens in microglial cell,regulates a function/process that happens in neuron of cerebral cortex,happens in cerebral cortex		IGI	CPX-1062 	J:274855 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of neuron death			ISO	P01579 	J:164563 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of smooth muscle cell apoptotic process			ISO	P01579 	J:164563 	
MGI:1921166	Ift57	intraflagellar transport 57	16		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q9NWB7 	J:83173 	
MGI:96435	Igf2r	insulin-like growth factor 2 receptor	17		positive regulation of apoptotic process			ISO	RGD:2871 	J:155856 	
MGI:96438	Igfbp3	insulin-like growth factor binding protein 3	11		positive regulation of apoptotic DNA fragmentation			ISO	RGD:2874 	J:155856 	
MGI:96438	Igfbp3	insulin-like growth factor binding protein 3	11		positive regulation of apoptotic process			ISO	RGD:2874 	J:155856 	
MGI:96438	Igfbp3	insulin-like growth factor binding protein 3	11		positive regulation of apoptotic process			ISO	P17936 	J:164563 	
MGI:96438	Igfbp3	insulin-like growth factor binding protein 3	11		positive regulation of cardiac muscle cell apoptotic process			ISO	RGD:2874 	J:155856 	
MGI:1338071	Ikbkb	inhibitor of kappaB kinase beta	8		positive regulation of neuron death			ISO	RGD:621375 	J:155856 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of apoptotic process			ISO	RGD:2891 	J:155856 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of cell death			ISO	RGD:2891 	J:155856 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of neuron apoptotic process			ISO	RGD:2891 	J:155856 	
MGI:96559	Il6	interleukin 6	5		positive regulation of apoptotic DNA fragmentation			ISO	P05231 	J:164563 	
